citing_paper,.out,time_unit,Species
"Zedeno, MN
   Ballenger, JAM
   Murray, JR 2014 Landscape Engineering and Organizational Complexity among Late
   Prehistoric Bison Hunters of the Northwestern Plains CURRENT ANTHROPOLOGY",BINFORD LR 2001 CONSTRUCTING FRAMES,2014,community 4
"Heckel, CE
   Wolf, S 2014 Ivory debitage by fracture in the Aurignacian: experimental and
   archaeological examples JOURNAL OF ARCHAEOLOGICAL SCIENCE",SEMENOV SA 1964 PREHISTORIC TECHNOLO,2014,community 20
"Minniti, C
   Valenzuela-Lamas, S
   Evans, J
   Albarella, U 2014 Widening the market. Strontium isotope analysis on cattle teeth from
   Owslebury (Hampshire, UK) highlights changes in livestock supply between
   the Iron Age and the Roman period JOURNAL OF ARCHAEOLOGICAL SCIENCE",BENTLEY RA 2006 J ARCHAEOL METHOD TH V13 P135 DOI 101007S108160069009X,2014,community 36
"Pfeiffer, S
   Williamson, RF
   Sealy, JC
   Smith, DG
   Snow, MH 2014 Stable dietary isotopes and mtDNA from Woodland period southern Ontario
   people: results from a tooth sampling protocol JOURNAL OF ARCHAEOLOGICAL SCIENCE",AMBROSE SH 1990 J ARCHAEOL SCI V17 P431 DOI 101016030544039090007R,2014,community 3
"Pfeiffer, S
   Williamson, RF
   Sealy, JC
   Smith, DG
   Snow, MH 2014 Stable dietary isotopes and mtDNA from Woodland period southern Ontario
   people: results from a tooth sampling protocol JOURNAL OF ARCHAEOLOGICAL SCIENCE",AMBROSE S 1993 PREHISTORIC HUMAN BO P1,2014,community 3
"Pfeiffer, S
   Williamson, RF
   Sealy, JC
   Smith, DG
   Snow, MH 2014 Stable dietary isotopes and mtDNA from Woodland period southern Ontario
   people: results from a tooth sampling protocol JOURNAL OF ARCHAEOLOGICAL SCIENCE",HEDGES REM 2007 J ARCHAEOL SCI V34 P1240 DOI 101016JJAS200610015,2014,community 3
"Pfeiffer, S
   Williamson, RF
   Sealy, JC
   Smith, DG
   Snow, MH 2014 Stable dietary isotopes and mtDNA from Woodland period southern Ontario
   people: results from a tooth sampling protocol JOURNAL OF ARCHAEOLOGICAL SCIENCE",VAN KLINKEN GJ 1999 J ARCHAEOL SCI V26 P687 DOI 101006JASC19980385,2014,community 3
"Marshall, Y
   Alberti, B 2014 A Matter of Difference: Karen Barad, Ontology and Archaeological Bodies CAMBRIDGE ARCHAEOLOGICAL JOURNAL",BENNETT JANE 2010 VIBRANT MATTER POLIT,2014,community 1
"Marshall, Y
   Alberti, B 2014 A Matter of Difference: Karen Barad, Ontology and Archaeological Bodies CAMBRIDGE ARCHAEOLOGICAL JOURNAL",BOURDIEU PIERRE 1977 OUTLINE THEORY PRACT,2014,community 1
"Marshall, Y
   Alberti, B 2014 A Matter of Difference: Karen Barad, Ontology and Archaeological Bodies CAMBRIDGE ARCHAEOLOGICAL JOURNAL",DELANDA M 2006 NEW PHILOS SOC ASSEM,2014,community 1
"Marshall, Y
   Alberti, B 2014 A Matter of Difference: Karen Barad, Ontology and Archaeological Bodies CAMBRIDGE ARCHAEOLOGICAL JOURNAL",GOSDEN C 1999 WORLD ARCHAEOL V31 P169,2014,community 1
"Marshall, Y
   Alberti, B 2014 A Matter of Difference: Karen Barad, Ontology and Archaeological Bodies CAMBRIDGE ARCHAEOLOGICAL JOURNAL",HODDER I 2012 ENTANGLED ARCHAEOLOG,2014,community 1
"Marshall, Y
   Alberti, B 2014 A Matter of Difference: Karen Barad, Ontology and Archaeological Bodies CAMBRIDGE ARCHAEOLOGICAL JOURNAL",INGOLD T 2007 ARCHAEOL DIALOG V14 P1 DOI DOI 101017S1380203807002127,2014,community 1
"Marshall, Y
   Alberti, B 2014 A Matter of Difference: Karen Barad, Ontology and Archaeological Bodies CAMBRIDGE ARCHAEOLOGICAL JOURNAL",LATOUR BRUNO 1993 WE HAVE NEVER BEEN M,2014,community 1
"Marshall, Y
   Alberti, B 2014 A Matter of Difference: Karen Barad, Ontology and Archaeological Bodies CAMBRIDGE ARCHAEOLOGICAL JOURNAL",LATOUR B 2005 REASSEMBLING SOCIAL,2014,community 1
"Marshall, Y
   Alberti, B 2014 A Matter of Difference: Karen Barad, Ontology and Archaeological Bodies CAMBRIDGE ARCHAEOLOGICAL JOURNAL",OLSEN B 2012 ARCHAEOLOGY THE DISCIPLINE OF THINGS P1,2014,community 1
"Marshall, Y
   Alberti, B 2014 A Matter of Difference: Karen Barad, Ontology and Archaeological Bodies CAMBRIDGE ARCHAEOLOGICAL JOURNAL",OLSEN B 2010 DEFENSE THINGS ARCHA,2014,community 1
"Jackson, SE
   Wright, J 2014 The Work of Monuments: Reflections on Spatial, Temporal and Social
   Orientations in Mongolia and the Maya Lowlands CAMBRIDGE ARCHAEOLOGICAL JOURNAL",BARRETT JOHN C 1994 FRAGMENTS ANTIQUITY,2014,community 1
"Jackson, SE
   Wright, J 2014 The Work of Monuments: Reflections on Spatial, Temporal and Social
   Orientations in Mongolia and the Maya Lowlands CAMBRIDGE ARCHAEOLOGICAL JOURNAL",BRADLEY R 1998 SIGNIFICANCE MONUMEN,2014,community 1
"Jackson, SE
   Wright, J 2014 The Work of Monuments: Reflections on Spatial, Temporal and Social
   Orientations in Mongolia and the Maya Lowlands CAMBRIDGE ARCHAEOLOGICAL JOURNAL",DOBRES MARCIAANNE 2000 AGENCY ARCHAEOLOGY,2014,community 1
"Jackson, SE
   Wright, J 2014 The Work of Monuments: Reflections on Spatial, Temporal and Social
   Orientations in Mongolia and the Maya Lowlands CAMBRIDGE ARCHAEOLOGICAL JOURNAL",GELL ALFRED 1998 ART AGENCY ANTHR THE,2014,community 1
"Jackson, SE
   Wright, J 2014 The Work of Monuments: Reflections on Spatial, Temporal and Social
   Orientations in Mongolia and the Maya Lowlands CAMBRIDGE ARCHAEOLOGICAL JOURNAL",LATOUR BRUNO 1993 WE HAVE NEVER BEEN M,2014,community 1
"Jackson, SE
   Wright, J 2014 The Work of Monuments: Reflections on Spatial, Temporal and Social
   Orientations in Mongolia and the Maya Lowlands CAMBRIDGE ARCHAEOLOGICAL JOURNAL",SMITH AT 2003 POLITICAL LANDSCAPE CONSTELLATIONS OF AUTHORITY IN EARLY COMPLEX POLITIES P1,2014,community 1
"Jackson, SE
   Wright, J 2014 The Work of Monuments: Reflections on Spatial, Temporal and Social
   Orientations in Mongolia and the Maya Lowlands CAMBRIDGE ARCHAEOLOGICAL JOURNAL",TILLEY C 1994 PHENOMENOLOGY LANDSC,2014,community 1
"Gonzalez, RA 2014 Social Organization in Nuragic Sardinia: Cultural Progress Without
   'Elites'? CAMBRIDGE ARCHAEOLOGICAL JOURNAL",SMITH AT 2003 POLITICAL LANDSCAPE CONSTELLATIONS OF AUTHORITY IN EARLY COMPLEX POLITIES P1,2014,community 1
"Fernandes, R
   Millard, AR
   Brabec, M
   Nadeau, MJ
   Grootes, P 2014 Food Reconstruction Using Isotopic Transferred Signals ( FRUITS): A
   Bayesian Model for Diet Reconstruction PLOS ONE",AMBROSE S 1993 PREHISTORIC HUMAN BO P1,2014,community 3
"Fernandes, R
   Millard, AR
   Brabec, M
   Nadeau, MJ
   Grootes, P 2014 Food Reconstruction Using Isotopic Transferred Signals ( FRUITS): A
   Bayesian Model for Diet Reconstruction PLOS ONE",DENIRO MJ 1981 GEOCHIM COSMOCHIM AC V45 P341 DOI 1010160016703781902441,2014,community 3
"Fernandes, R
   Millard, AR
   Brabec, M
   Nadeau, MJ
   Grootes, P 2014 Food Reconstruction Using Isotopic Transferred Signals ( FRUITS): A
   Bayesian Model for Diet Reconstruction PLOS ONE",SCHOENINGER MJ 1983 SCIENCE V220 P1381 DOI 101126SCIENCE6344217,2014,community 3
"Fernandes, R
   Millard, AR
   Brabec, M
   Nadeau, MJ
   Grootes, P 2014 Food Reconstruction Using Isotopic Transferred Signals ( FRUITS): A
   Bayesian Model for Diet Reconstruction PLOS ONE",TIESZEN LL 1993 PREHISTORIC HUMAN BO P121,2014,community 3
"Guo, YY
   Mo, DW
   Mao, LJ
   Jin, YX
   Guo, WM
   Mudie, PJ 2014 Settlement distribution and its relationship with environmental changes
   from the Paleolithic to Shang-Zhou period in Liyang Plain, China QUATERNARY INTERNATIONAL",REIMER PJ 2004 RADIOCARBON V46 P1029,2014,community 14
"Eren, MI
   Durant, AJ
   Prendergast, M
   Mabulla, AZP 2014 Middle Stone Age archaeology at Olduvai Gorge, Tanzania QUATERNARY INTERNATIONAL",AMBROSE SH 1998 J ARCHAEOL SCI V25 P377 DOI 101006JASC19970277,2014,community 2
"Eren, MI
   Durant, AJ
   Prendergast, M
   Mabulla, AZP 2014 Middle Stone Age archaeology at Olduvai Gorge, Tanzania QUATERNARY INTERNATIONAL",MCBREARTY S 2000 J HUM EVOL V39 P453 DOI 101006JHEV20000435,2014,community 2
"Eren, MI
   Durant, AJ
   Prendergast, M
   Mabulla, AZP 2014 Middle Stone Age archaeology at Olduvai Gorge, Tanzania QUATERNARY INTERNATIONAL",SHEA JJ 2011 CURR ANTHROPOL V52 P1 DOI 101086658067,2014,community 2
"Eren, MI
   Durant, AJ
   Prendergast, M
   Mabulla, AZP 2014 Middle Stone Age archaeology at Olduvai Gorge, Tanzania QUATERNARY INTERNATIONAL",WHITE TD 2003 NATURE V423 P742 DOI 101038NATURE01669,2014,community 2
"Chenoweth, JM 2014 Practicing and Preaching Quakerism: Creating a Religion of Peace on a
   Slavery-Era Plantation AMERICAN ANTHROPOLOGIST",BOURDIEU PIERRE 1977 OUTLINE THEORY PRACT,2014,community 1
"Chenoweth, JM 2014 Practicing and Preaching Quakerism: Creating a Religion of Peace on a
   Slavery-Era Plantation AMERICAN ANTHROPOLOGIST",GIDDENS ANTHONY 1984 CONSTITUTION SOC,2014,community 1
"Chenoweth, JM 2014 Practicing and Preaching Quakerism: Creating a Religion of Peace on a
   Slavery-Era Plantation AMERICAN ANTHROPOLOGIST",SILLIMAN SW 2009 AM ANTIQUITY V74 P211,2014,community 6
"Mihok, LD
   Wells, EC 2014 Miskitu Labor and English Royalization at Augusta, Roatan Island,
   Honduras INTERNATIONAL JOURNAL OF HISTORICAL ARCHAEOLOGY",BOURDIEU PIERRE 1990 LOGIC PRACTICE,2014,community 1
"Mihok, LD
   Wells, EC 2014 Miskitu Labor and English Royalization at Augusta, Roatan Island,
   Honduras INTERNATIONAL JOURNAL OF HISTORICAL ARCHAEOLOGY",GOSDEN C 2004 ARCHAEOLOGY COLONIAL,2014,community 6
"Mihok, LD
   Wells, EC 2014 Miskitu Labor and English Royalization at Augusta, Roatan Island,
   Honduras INTERNATIONAL JOURNAL OF HISTORICAL ARCHAEOLOGY",HODDER I 2012 ENTANGLED ARCHAEOLOG,2014,community 1
"Mihok, LD
   Wells, EC 2014 Miskitu Labor and English Royalization at Augusta, Roatan Island,
   Honduras INTERNATIONAL JOURNAL OF HISTORICAL ARCHAEOLOGY",KOPYTOFF IGOR 1986 SOCIAL LIFE THINGS C P64 DOI DOI 101017CBO9780511819582,2014,community 1
"Mihok, LD
   Wells, EC 2014 Miskitu Labor and English Royalization at Augusta, Roatan Island,
   Honduras INTERNATIONAL JOURNAL OF HISTORICAL ARCHAEOLOGY",SILLIMAN SW 2009 AM ANTIQUITY V74 P211,2014,community 6
"Mihok, LD
   Wells, EC 2014 Miskitu Labor and English Royalization at Augusta, Roatan Island,
   Honduras INTERNATIONAL JOURNAL OF HISTORICAL ARCHAEOLOGY",THOMAS NICHOLAS 1991 ENTANGLED OBJECTS EX,2014,community 6
"Pezzarossi, G 2014 Camouflaging Consumption and Colonial Mimicry: The Materiality of an
   Eighteenth and Nineteenth-Century Nipmuc Household INTERNATIONAL JOURNAL OF HISTORICAL ARCHAEOLOGY",GOSDEN C 2004 ARCHAEOLOGY COLONIAL,2014,community 6
"Pezzarossi, G 2014 Camouflaging Consumption and Colonial Mimicry: The Materiality of an
   Eighteenth and Nineteenth-Century Nipmuc Household INTERNATIONAL JOURNAL OF HISTORICAL ARCHAEOLOGY",LIGHTFOOT KG 1995 AM ANTIQUITY V60 P199 DOI 102307282137,2014,community 6
"Pezzarossi, G 2014 Camouflaging Consumption and Colonial Mimicry: The Materiality of an
   Eighteenth and Nineteenth-Century Nipmuc Household INTERNATIONAL JOURNAL OF HISTORICAL ARCHAEOLOGY",SILLIMAN SW 2009 AM ANTIQUITY V74 P211,2014,community 6
"Pezzarossi, G 2014 Camouflaging Consumption and Colonial Mimicry: The Materiality of an
   Eighteenth and Nineteenth-Century Nipmuc Household INTERNATIONAL JOURNAL OF HISTORICAL ARCHAEOLOGY",SILLIMAN SW 2005 AM ANTIQUITY V70 P55,2014,community 6
"Pezzarossi, G 2014 Camouflaging Consumption and Colonial Mimicry: The Materiality of an
   Eighteenth and Nineteenth-Century Nipmuc Household INTERNATIONAL JOURNAL OF HISTORICAL ARCHAEOLOGY",THOMAS NICHOLAS 1991 ENTANGLED OBJECTS EX,2014,community 6
"Friesem, DE
   Tsartsidou, G
   Karkanas, P
   Shahack-Gross, R 2014 Where are the roofs? A geo-ethnoarchaeological study of mud brick
   structures and their collapse processes, focusing on the identification
   of roofs ARCHAEOLOGICAL AND ANTHROPOLOGICAL SCIENCES",BULLOCK P 1985 HDB SOIL THIN SECTIO,2014,community 11
"Friesem, DE
   Tsartsidou, G
   Karkanas, P
   Shahack-Gross, R 2014 Where are the roofs? A geo-ethnoarchaeological study of mud brick
   structures and their collapse processes, focusing on the identification
   of roofs ARCHAEOLOGICAL AND ANTHROPOLOGICAL SCIENCES",COURTY M A 1989 SOILS MICROMORPHOLOG,2014,community 11
"Friesem, DE
   Tsartsidou, G
   Karkanas, P
   Shahack-Gross, R 2014 Where are the roofs? A geo-ethnoarchaeological study of mud brick
   structures and their collapse processes, focusing on the identification
   of roofs ARCHAEOLOGICAL AND ANTHROPOLOGICAL SCIENCES",GOLDBERG P 2006 PRACTICAL THEORETICA,2014,community 11
"Friesem, DE
   Tsartsidou, G
   Karkanas, P
   Shahack-Gross, R 2014 Where are the roofs? A geo-ethnoarchaeological study of mud brick
   structures and their collapse processes, focusing on the identification
   of roofs ARCHAEOLOGICAL AND ANTHROPOLOGICAL SCIENCES",SCHIFFER MB 1972 AM ANTIQUITY V37 P156 DOI 102307278203,2014,community 12
"Friesem, DE
   Tsartsidou, G
   Karkanas, P
   Shahack-Gross, R 2014 Where are the roofs? A geo-ethnoarchaeological study of mud brick
   structures and their collapse processes, focusing on the identification
   of roofs ARCHAEOLOGICAL AND ANTHROPOLOGICAL SCIENCES",SCHIFFER MB 1985 J ANTHROPOL RES V41 P18,2014,community 12
"Friesem, DE
   Tsartsidou, G
   Karkanas, P
   Shahack-Gross, R 2014 Where are the roofs? A geo-ethnoarchaeological study of mud brick
   structures and their collapse processes, focusing on the identification
   of roofs ARCHAEOLOGICAL AND ANTHROPOLOGICAL SCIENCES",SCHIFFER M B 1987 FORMATION PROCESSES,2014,community 12
"Friesem, DE
   Tsartsidou, G
   Karkanas, P
   Shahack-Gross, R 2014 Where are the roofs? A geo-ethnoarchaeological study of mud brick
   structures and their collapse processes, focusing on the identification
   of roofs ARCHAEOLOGICAL AND ANTHROPOLOGICAL SCIENCES",STOOPS G 2003 GUIDELINES ANAL DESC,2014,community 11
"Schwitalla, AW
   Jones, TL
   Pilloud, MA
   Codding, BF
   Wiberg, RS 2014 Violence among foragers: The bioarchaeological record from central
   California JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY",ARNOLD JE 1992 AM ANTIQUITY V57 P60 DOI 1023072694835,2014,community 8
"Schwitalla, AW
   Jones, TL
   Pilloud, MA
   Codding, BF
   Wiberg, RS 2014 Violence among foragers: The bioarchaeological record from central
   California JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY",ARNOLD J E 2001 ORIGINS PACIFIC COAS,2014,community 8
"Schwitalla, AW
   Jones, TL
   Pilloud, MA
   Codding, BF
   Wiberg, RS 2014 Violence among foragers: The bioarchaeological record from central
   California JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY",KENNETT DJ 2000 AM ANTIQUITY V65 P379 DOI 1023072694065,2014,community 8
"Schwitalla, AW
   Jones, TL
   Pilloud, MA
   Codding, BF
   Wiberg, RS 2014 Violence among foragers: The bioarchaeological record from central
   California JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY",KENNETT D J 2005 ISLAND CHUMASH BEHAV,2014,community 8
"Munro-Stasiuk, MJ
   Manahan, TK
   Stockton, T
   Ardren, T 2014 Spatial and Physical Characteristics of Rejolladas in Northern Yucatan,
   Mexico: Implications for Ancient Maya Agriculture and Settlement
   Patterns GEOARCHAEOLOGY-AN INTERNATIONAL JOURNAL",PIPERNO D R 2006 PHYTOLITHS COMPREHEN,2014,community 27
"Munro-Stasiuk, MJ
   Manahan, TK
   Stockton, T
   Ardren, T 2014 Spatial and Physical Characteristics of Rejolladas in Northern Yucatan,
   Mexico: Implications for Ancient Maya Agriculture and Settlement
   Patterns GEOARCHAEOLOGY-AN INTERNATIONAL JOURNAL",PIPERNO D R 1988 PHYTOLITH ANAL ARCHA,2014,community 27
"Haneca, K
   Daly, A 2014 Tree-Rings, Timbers and Trees: a dendrochronological survey of the
   14th-century cog, Doel 1 INTERNATIONAL JOURNAL OF NAUTICAL ARCHAEOLOGY",BRONK R C 2009 RADIOCARBON V51 P337 DOI DOI 102458RCV51I13494,2014,community 9
"Haneca, K
   Daly, A 2014 Tree-Rings, Timbers and Trees: a dendrochronological survey of the
   14th-century cog, Doel 1 INTERNATIONAL JOURNAL OF NAUTICAL ARCHAEOLOGY",RAMSEY CB 1995 RADIOCARBON V37 P425,2014,community 14
"Fuglestvedt, I 2014 Declaration on Behalf of an Archaeology of Sexe JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY",DOBRES MARCIA ANNE 2000 TECHNOLOGY SOCIAL AG,2014,community 1
"Harris, OJT 2014 (Re)assembling Communities JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY",DELANDA M 2006 NEW PHILOS SOC ASSEM,2014,community 1
"Harris, OJT 2014 (Re)assembling Communities JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY",LATOUR BRUNO 1993 WE HAVE NEVER BEEN M,2014,community 1
"Harris, OJT 2014 (Re)assembling Communities JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY",LATOUR BRUNO 1999 PANDORAS HOPE ESSAYS,2014,community 1
"Harris, OJT 2014 (Re)assembling Communities JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY",SHANKS M 2007 WORLD ARCHAEOL V39 P589 DOI 10108000438240701679676,2014,community 1
"Harris, OJT 2014 (Re)assembling Communities JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY",WEBMOOR T 2007 WORLD ARCHAEOL V39 P563 DOI 10108000438240701679619,2014,community 1
"Harris, OJT 2014 (Re)assembling Communities JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY",WITMORE CL 2007 WORLD ARCHAEOL V39 P546 DOI 10108000438240701679411,2014,community 1
"Barrientos, G
   Masse, WB 2014 The Archaeology of Cosmic Impact: Lessons from Two Mid-Holocene
   Argentine Case Studies JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY",BINFORD LR 2001 CONSTRUCTING FRAMES,2014,community 4
"Barrientos, G
   Masse, WB 2014 The Archaeology of Cosmic Impact: Lessons from Two Mid-Holocene
   Argentine Case Studies JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY",LYMAN R L 1994 VERTEBRATE TAPHONOMY,2014,community 4
"Barrientos, G
   Masse, WB 2014 The Archaeology of Cosmic Impact: Lessons from Two Mid-Holocene
   Argentine Case Studies JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY",REIMER PJ 2004 RADIOCARBON V46 P1029,2014,community 14
"Barrientos, G
   Masse, WB 2014 The Archaeology of Cosmic Impact: Lessons from Two Mid-Holocene
   Argentine Case Studies JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY",SCHIFFER M B 1987 FORMATION PROCESSES,2014,community 12
"Barrientos, G
   Masse, WB 2014 The Archaeology of Cosmic Impact: Lessons from Two Mid-Holocene
   Argentine Case Studies JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY",SUROVELL TA 2009 J ARCHAEOL SCI V36 P1715 DOI 101016JJAS200903029,2014,community 21
"Barrientos, G
   Masse, WB 2014 The Archaeology of Cosmic Impact: Lessons from Two Mid-Holocene
   Argentine Case Studies JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY",WILLIAMS AN 2012 J ARCHAEOL SCI V39 P578 DOI 101016JJAS201107014,2014,community 21
"Smith, NG
   Karasik, A
   Narayanan, T
   Olson, ES
   Smilansky, U
   Levy, TE 2014 The Pottery Informatics Query Database: A New Method for Mathematic and
   Quantitative Analyses of Large Regional Ceramic Datasets JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY",ARNOLD DEAN E 1985 CERAMIC THEORY CULTU,2014,community 17
"Smith, NG
   Karasik, A
   Narayanan, T
   Olson, ES
   Smilansky, U
   Levy, TE 2014 The Pottery Informatics Query Database: A New Method for Mathematic and
   Quantitative Analyses of Large Regional Ceramic Datasets JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY",RICE P M 1987 POTTERY ANAL SOURCEB,2014,community 17
"Johnson, KM
   Ouimet, WB 2014 Rediscovering the lost archaeological landscape of southern New England
   using airborne light detection and ranging (LiDAR) JOURNAL OF ARCHAEOLOGICAL SCIENCE",DEVEREUX BJ 2005 ANTIQUITY V79 P648,2014,community 34
"Johnson, KM
   Ouimet, WB 2014 Rediscovering the lost archaeological landscape of southern New England
   using airborne light detection and ranging (LiDAR) JOURNAL OF ARCHAEOLOGICAL SCIENCE",DONEUS M 2008 J ARCHAEOL SCI V35 P882 DOI 101016JJAS200706013,2014,community 34
"Deforce, K
   Allemeersch, L
   Stieperaere, H
   Haneca, K 2014 Tracking ancient ship routes through the analysis of caulking material
   from shipwrecks? The case study of two 14th century cogs from Doel
   (northern Belgium) JOURNAL OF ARCHAEOLOGICAL SCIENCE",MOORE P D 1991 POLLEN ANAL,2014,community 15
"Newman, ET 2014 HISTORICAL ARCHAEOLOGY AT THE HACIENDA SAN MIGUEL ACOCOTLA, PUEBLA,
   MEXICO LATIN AMERICAN ANTIQUITY",BINFORD L 1978 NUNAMIUT ETHNOARCHAE,2014,community 4
"Ogundiran, A 2014 The Making of an Internal Frontier Settlement: Archaeology and
   Historical Process in Osun Grove (Nigeria), Seventeenth to Eighteenth
   Centuries AFRICAN ARCHAEOLOGICAL REVIEW",DOBRES MARCIAANNE 2000 AGENCY ARCHAEOLOGY,2014,community 1
"Flexner, JL 2014 Historical Archaeology, Contact, and Colonialism in Oceania JOURNAL OF ARCHAEOLOGICAL RESEARCH",GOSDEN C 2004 ARCHAEOLOGY COLONIAL,2014,community 6
"Flexner, JL 2014 Historical Archaeology, Contact, and Colonialism in Oceania JOURNAL OF ARCHAEOLOGICAL RESEARCH",HALL M 2000 ARCHAEOLOGY MODERN W,2014,community 13
"Flexner, JL 2014 Historical Archaeology, Contact, and Colonialism in Oceania JOURNAL OF ARCHAEOLOGICAL RESEARCH",LIGHTFOOT KG 1995 AM ANTIQUITY V60 P199 DOI 102307282137,2014,community 6
"Flexner, JL 2014 Historical Archaeology, Contact, and Colonialism in Oceania JOURNAL OF ARCHAEOLOGICAL RESEARCH",LIGHTFOOT KG 2005 INDIANS MISSIONARIES AND MERCHANTS THE LEGACY OF COLONIAL ENCOUNTERS ON THE CALIFORNIA FRONTIERS P1,2014,community 6
"Flexner, JL 2014 Historical Archaeology, Contact, and Colonialism in Oceania JOURNAL OF ARCHAEOLOGICAL RESEARCH",ORSER C 1996 HIST ARCHAEOLOGY MOD,2014,community 13
"Flexner, JL 2014 Historical Archaeology, Contact, and Colonialism in Oceania JOURNAL OF ARCHAEOLOGICAL RESEARCH",RUBERTONE PE 2000 ANNU REV ANTHROPOL V29 P425 DOI 101146ANNUREVANTHRO291425,2014,community 6
"Flexner, JL 2014 Historical Archaeology, Contact, and Colonialism in Oceania JOURNAL OF ARCHAEOLOGICAL RESEARCH",SILLIMAN SW 2009 AM ANTIQUITY V74 P211,2014,community 6
"Flexner, JL 2014 Historical Archaeology, Contact, and Colonialism in Oceania JOURNAL OF ARCHAEOLOGICAL RESEARCH",SILLIMAN SW 2005 AM ANTIQUITY V70 P55,2014,community 6
"Flexner, JL 2014 Historical Archaeology, Contact, and Colonialism in Oceania JOURNAL OF ARCHAEOLOGICAL RESEARCH",THOMAS NICHOLAS 1991 ENTANGLED OBJECTS EX,2014,community 6
"Flexner, JL 2014 Historical Archaeology, Contact, and Colonialism in Oceania JOURNAL OF ARCHAEOLOGICAL RESEARCH",VOSS BL 2008 ARCHAEOLOGY OF ETHNOGENESIS RACE AND SEXUALITY IN COLONIAL SAN FRANCISCO P1,2014,community 6
"Neil, K
   Gajewski, K
   Betts, M 2014 Human-ecosystem interactions in relation to Holocene environmental
   change in Port Joli Harbour, southwestern Nova Scotia, Canada QUATERNARY RESEARCH",FAEGRI K 1989 TXB POLLEN ANAL,2014,community 15
"Neil, K
   Gajewski, K
   Betts, M 2014 Human-ecosystem interactions in relation to Holocene environmental
   change in Port Joli Harbour, southwestern Nova Scotia, Canada QUATERNARY RESEARCH",MOORE P D 1991 POLLEN ANAL,2014,community 15
"Neil, K
   Gajewski, K
   Betts, M 2014 Human-ecosystem interactions in relation to Holocene environmental
   change in Port Joli Harbour, southwestern Nova Scotia, Canada QUATERNARY RESEARCH",REIMER PJ 2009 RADIOCARBON V51 P1111,2014,community 9
"Neil, K
   Gajewski, K
   Betts, M 2014 Human-ecosystem interactions in relation to Holocene environmental
   change in Port Joli Harbour, southwestern Nova Scotia, Canada QUATERNARY RESEARCH",STUIVER M 1993 RADIOCARBON V35 P35,2014,community 9
"Sayer, F 2014 Politics and the Development of Community Archaeology in the UK HISTORIC ENVIRONMENT-POLICY & PRACTICE",MARSHALL Y 2002 WORLD ARCHAEOL V34 P211 DOI 1010800043824022000007062,2014,community 30
"Sayer, F 2014 Politics and the Development of Community Archaeology in the UK HISTORIC ENVIRONMENT-POLICY & PRACTICE",SMITH L 2004 ARCHAEOLOGICAL THEOR,2014,community 31
"Iamoni, M 2014 Transitions in ceramics, a critical account and suggested approach:
   case-study through comparison of the EBA-MBA and MBA-LBA horizons at
   Qatna LEVANT",EERKENS JW 2007 J ARCHAEOL RES V15 P239 DOI 101007S108140079013Z,2014,community 2
"Iamoni, M 2014 Transitions in ceramics, a critical account and suggested approach:
   case-study through comparison of the EBA-MBA and MBA-LBA horizons at
   Qatna LEVANT",EERKENS JW 2005 J ANTHROPOL ARCHAEOL V24 P316 DOI 101016JJAA200508001,2014,community 2
"Iamoni, M 2014 Transitions in ceramics, a critical account and suggested approach:
   case-study through comparison of the EBA-MBA and MBA-LBA horizons at
   Qatna LEVANT",WEISS H 1993 SCIENCE V261 P995 DOI 101126SCIENCE2615124995,2014,community 37
"Ben-Shlomo, D 2014 Tell Jemmeh, Philistia and the Neo-Assyrian Empire during the Late Iron
   Age LEVANT",BURMEISTER S 2000 CURR ANTHROPOL V41 P539 DOI 101086317383,2014,community 28
"Devereux, P
   Wozencroft, J 2014 Stone Age Eyes and Ears: A Visual and Acoustic Pilot Study of Carn Menyn
   and Environs, Preseli, Wales TIME & MIND-THE JOURNAL OF ARCHAEOLOGY CONSCIOUSNESS AND CULTURE",BRADLEY RICHARD 2000 ARCHAEOLOGY NATURAL,2014,community 1
"Devereux, P
   Wozencroft, J 2014 Stone Age Eyes and Ears: A Visual and Acoustic Pilot Study of Carn Menyn
   and Environs, Preseli, Wales TIME & MIND-THE JOURNAL OF ARCHAEOLOGY CONSCIOUSNESS AND CULTURE",TILLEY C 1994 PHENOMENOLOGY LANDSC,2014,community 1
